Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Any data questionable,,,,,,,,,,,,,,1
Havasupai Tribe,Supai,AZ,9T10,99298,Tribe,Reduced Reporter,0 , 2 ,DR,DO,2,, -   ,  , 44.97 ,  , -   ,  , 0.83 ,  ,0 ,  ,0 ,  ,"30,762 ",  ,,  ,0 ,  ,684 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,570 ,  ,0 ,,No,,,,,,,,,,,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962 ", 239 ,VP,PT,7,, -   ,  , 44.94 ,  , 35.17 ,  , 5.59 ,  ,0 ,  ,"114,997 ",  ,"114,997 ",  ,0 ,  ,"2,559 ",  ,"2,559 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"14,299 ",  ,"502,919 ",,No,,,,,,,,,,,,,,
Des Moines Area Regional Transit Authority,Des Moines,IA,7010,70010,Independent Public Agency or Authority of Transit Service,Full Reporter,"450,070 ", 231 ,VP,DO,95,, -   ,  , 44.87 ,  , 41.45 ,  , 5.74 ,  ,0 ,  ,"1,804,749 ",  ,"1,804,749 ",  ,0 ,  ,"40,218 ",  ,"40,218 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"230,857 ",  ,"9,568,868 ",,No,,,,,,,,,,,,,,
Confederated Salish and Kootenai Tribes,Pablo,MT,8T04,88134,Tribe,Reduced Reporter,0 , 22 ,CB,DO,1,, -   ,  , 44.87 ,  , -   ,  , 1.10 ,  ,0 ,  ,0 ,  ,"147,721 ",  ,,  ,0 ,  ,"3,292 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,608 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Valparaiso,Valparaiso,IN,5183,50183,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"8,608,208 ", 8 ,CB,PT,4,, -   ,  , 44.78 ,  , 51.50 ,  , 25.89 ,  ,"101,334 ",  ,"144,111 ",  ,"111,950 ",  ,"32,161 ",  ,"6,522 ",  ,"2,500 ",  ,"4,022 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"64,729 ",  ,"3,333,543 ",,No,,,,,,,,,,,,,,
"Hudson Transit Lines, Inc.",Mahwah,NJ,2126,20126,Private-For-Profit Corporation,Full Reporter,"18,351,295 ", 161 ,CB,DO,161,, -   ,  , 44.78 ,  , -   , W , 20.67 ,  ,"9,491,350 ",  ,"10,011,182 ",  ,"9,447,524 ",  ,"563,658 ",  ,"225,788 ",  ,"210,984 ",  ,"14,804 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"4,360,967 ",  ,0 ,W,No,,,,,,,,,,,,,,
Connecticut Department of Transportation,Newington,CT,1102,10102,State Government Unit or Department of Transportation,Full Reporter,"924,859 ", 43 ,CR,PT,28,, 6 ,  , 44.75 ,  , 24.68 ,  , 20.57 ,  ,"2,001,016 ",  ,"2,395,863 ",  ,"1,935,882 ",  ,"459,981 ",  ,"52,750 ",  ,"43,257 ",  ,"9,493 ",  ,"607,000 ",  ,"490,316 ",  ,"13,360 ",  ,"10,953 ",  ,"889,598 ",  ,"21,950,879 ",,No,,,,,,,,,,,,,,
Kingman County Council on Aging,Kingaman,KS,7R02-080,7R02-70206,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 44.69 ,  , -   ,  , 2.06 ,  ,0 ,  ,0 ,  ,"30,342 ",  ,,  ,0 ,  ,679 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,397 ",  ,0 ,,No,,,,,,,,,,,,,,
"vRide, Inc. - Valley Metro",Phoenix,AZ,9169,90169,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"3,629,114 ", 397 ,VP,DO,397,, -   ,  , 44.67 ,  , 27.56 ,  , 8.19 ,  ,0 ,  ,"6,421,553 ",  ,"6,421,553 ",  ,0 ,  ,"143,760 ",  ,"143,760 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,177,689 ",  ,"32,461,744 ",,No,,,,,,,,,,,,,,
Piedmont Authority for Regional Transportation,Greensboro,NC,4173,40173,Independent Public Agency or Authority of Transit Service,Full Reporter,"311,810 ", 74 ,VP,DO,48,, -   ,  , 44.60 ,  , 42.35 ,  , 10.66 ,  ,0 ,  ,"1,030,105 ",  ,"1,030,105 ",  ,0 ,  ,"23,096 ",  ,"23,096 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"246,229 ",  ,"10,428,775 ",,No,,,,,,,,,,,,,,
"Ft.Worth - vRide, Inc.",Arlington,TX,6084,60084,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"5,121,892 ", 170 ,VP,DO,170,, -   ,  , 44.54 ,  , 48.15 ,  , 6.16 ,  ,0 ,  ,"2,783,365 ",  ,"2,783,365 ",  ,0 ,  ,"62,498 ",  ,"62,498 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"384,912 ",  ,"18,532,333 ",,No,,,,,,,,,,,,,,
The Transportation Management Association Group,Franklin,TN,4178,40178,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"969,587 ", 21 ,VP,DO,21,, -   ,  , 44.53 ,  , 41.98 ,  , 7.60 ,  ,0 ,  ,"428,955 ",  ,"428,955 ",  ,0 ,  ,"9,633 ",  ,"9,633 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"73,182 ",  ,"3,072,006 ",,No,,,,,,,,,,,,,,
Salem Area Mass Transit District,Salem,OR,0025,00025,Independent Public Agency or Authority of Transit Service,Full Reporter,"236,632 ", 269 ,VP,PT,31,, -   ,  , 44.48 ,  , 38.99 ,  , 6.49 ,  ,0 ,  ,"597,878 ",  ,"597,878 ",  ,0 ,  ,"13,441 ",  ,"13,441 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"87,219 ",  ,"3,400,657 ",,No,,,,,,,,,,,,,,
North Front Range Metropolitan Planning Organization,Fort Collins,CO,8106,80106,"MPO, COG or Other Planning Agency",Full Reporter,"264,465 ", 75 ,VP,DO,75,, -   ,  , 44.41 ,  , 47.36 ,  , 2.94 ,  ,0 ,  ,"1,829,542 ",  ,"1,829,542 ",  ,0 ,  ,"41,201 ",  ,"41,201 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"121,227 ",  ,"5,741,834 ",,No,,,,,,,,,,,,,,
"vRide, Inc. - Denver",Denver,CO,8109,80109,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"2,374,203 ", 120 ,VP,DO,120,, -   ,  , 44.36 ,  , 31.31 ,  , 4.61 ,  ,0 ,  ,"2,196,646 ",  ,"2,196,646 ",  ,0 ,  ,"49,522 ",  ,"49,522 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"228,391 ",  ,"7,150,146 ",,No,,,,,,,,,,,,,,
Susanville Indian Rancheria,Susanville,CA,9T08,99256,Tribe,Reduced Reporter,0 , 4 ,DR,DO,1,, -   ,  , 43.68 ,  , -   ,  , 0.27 ,  ,0 ,  ,0 ,  ,"2,577 ",  ,,  ,0 ,  ,59 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,16 ,  ,0 ,,No,,,,,,,,,,,,,,
New Jersey Transit Corporation,Newark,NJ,2080,20080,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"18,351,295 "," 4,020 ",VP,PT,198,, -   ,  , 43.67 ,  , 39.18 ,  , 7.34 ,  ,0 ,  ,"4,543,569 ",  ,"4,543,569 ",  ,0 ,  ,"104,038 ",  ,"104,038 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"763,734 ",  ,"29,926,161 ",,No,,,,,,,,,,,,,,
Lincoln County Public Transportation,Lincoln,KS,7R02-040,7R02-70087,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 3 ,DR,DO,3,, -   ,  , 43.48 ,  , -   ,  , 6.81 ,  ,0 ,  ,0 ,  ,"12,044 ",  ,,  ,0 ,  ,277 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,885 ",  ,0 ,,No,,,,,,,,,,,,,,
Los Angeles County Metropolitan Transportation Authority dba: Metro,Los Angeles,CA,9154,90154,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 3,516 ",VP,PT,"1,378",, -   ,  , 43.45 ,  , 45.37 ,  , 5.56 ,  ,0 ,  ,"32,006,362 ",  ,"32,006,362 ",  ,0 ,  ,"736,632 ",  ,"736,632 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"4,095,063 ",  ,"185,794,716 ",,No,,,,,,,,,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 76 ,VP,DO,14,, -   ,  , 43.33 ,  , -   ,  , 3.24 ,  ,0 ,  ,0 ,  ,"291,762 ",  ,,  ,0 ,  ,"6,733 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"21,787 ",  ,0 ,,No,,,,,,,,,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 28 ,VP,DO,10,, -   ,  , 42.69 ,  , -   ,  , 5.69 ,  ,0 ,  ,0 ,  ,"345,467 ",  ,,  ,0 ,  ,"8,092 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"46,073 ",  ,0 ,,No,,,,,,,,,,,,,,
Upper-Cumberland Human Resource Agency ,Cookeville,TN,4R08-005,4R08-40978,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 85 ,MB,DO,8,, -   ,  , 42.61 ,  , -   ,  , 1.72 ,  ,0 ,  ,0 ,  ,"754,939 ",  ,,  ,0 ,  ,"17,718 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"30,531 ",  ,0 ,,No,,,,,,,,,,,,,,
Doniphan County,Troy,KS,7R02-011,7R02-70132,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 5 ,DR,DO,5,, -   ,  , 42.61 ,  , -   ,  , 1.75 ,  ,0 ,  ,0 ,  ,"96,502 ",  ,,  ,0 ,  ,"2,265 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,973 ",  ,0 ,,No,,,,,,,,,,,,,,
"Adirondack Transit Lines, Inc,",Hurley,NY,2177,20177,Private-For-Profit Corporation,Full Reporter,"18,351,295 ", 26 ,CB,DO,26,, -   ,  , 42.58 ,  , 82.04 ,  , 10.30 ,  ,"2,336,197 ",  ,"2,633,993 ",  ,"2,501,219 ",  ,"132,774 ", Q ,"61,853 ",  ,"58,735 ",  ,"3,118 ", Q ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"605,189 ",  ,"49,647,208 ",,Yes,,,,,,,,,,,,,,
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417 ", 295 ,VP,DO,32,, -   ,  , 42.55 ,  , 38.23 ,  , 4.80 ,  ,0 ,  ,"506,466 ",  ,"506,466 ",  ,0 ,  ,"11,903 ",  ,"11,903 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"57,184 ",  ,"2,186,338 ",,No,,,,,,,,,,,,,,
City of Lompoc - Lompoc Transit,Lompoc,CA,9149,90149,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,509 ", 23 ,CB,PT,13,, -   ,  , 42.38 ,  , -   ,  , 23.20 ,  ,0 ,  ,0 ,  ,"378,763 ",  ,,  ,0 ,  ,"8,938 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"207,390 ",  ,0 ,,No,,,,,,,,,,,,,,
Pinellas Suncoast Transit Authority,St. Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770 ", 308 ,DT,PT,54,, -   ,  , 42.37 ,  , 7.38 ,  , 5.19 ,  ,0 ,  ,0 ,  ,"1,258,135 ",  ,,  ,0 ,  ,"29,696 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"154,154 ",  ,"1,137,464 ",,No,,,,,,,,,,,,,,
Greater Hartford Ridesharing Corporation - The Rideshare Company,Bloomfield,CT,1108,10108,Independent Public Agency or Authority of Transit Service,Full Reporter,"924,859 ", 228 ,VP,DO,228,, -   ,  , 42.32 ,  , 38.94 ,  , 6.42 ,  ,0 ,  ,"604,410 ",  ,"604,410 ",  ,0 ,  ,"14,281 ",  ,"14,281 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"91,746 ",  ,"3,572,132 ",,No,,,,,,,,,,,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695 ", 335 ,CB,PT,2,, -   ,  , 42.24 ,  , 70.23 ,  , 18.31 ,  ,"110,422 ",  ,"118,606 ",  ,"111,057 ",  ,"7,549 ",  ,"2,788 ",  ,"2,629 ",  ,159 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"48,137 ",  ,"3,380,791 ",,No,,,,,,,,,,,,,,
Metropolitan Council,St. Paul,MN,5154,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890 ", 223 ,VP,PT,75,, -   ,  , 42.05 ,  , 33.14 ,  , 4.23 ,  ,0 ,  ,"1,644,319 ",  ,"1,644,319 ",  ,0 ,  ,"39,100 ",  ,"39,100 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"165,442 ",  ,"5,482,586 ",,No,,,,,,,,,,,,,,
City of Phillipsburg,Phillipsburg,KS,7R02-047,7R02-70191,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 42.04 ,  , -   ,  , 18.07 ,  ,0 ,  ,0 ,  ,"16,143 ",  ,,  ,0 ,  ,384 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"6,938 ",  ,0 ,,No,,,,,,,,,,,,,,
Sedgwick County Transportation - Dept. on Aging,Wichita,KS,7054,70054,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"472,870 ", 26 ,DR,DO,3,, -   ,  , 41.89 ,  , -   ,  , 1.93 ,  ,0 ,  ,0 ,  ,"41,930 ",  ,,  ,0 ,  ,"1,001 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,932 ",  ,0 ,,No,,,,,,,,,,,,,,
"Miami Lakes - vRide, Inc.",Miami Lakes,FL,4152,40152,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"5,502,379 ", 246 ,VP,DO,246,, -   ,  , 41.88 ,  , 33.86 ,  , 6.64 ,  ,0 ,  ,"3,736,383 ",  ,"3,736,383 ",  ,0 ,  ,"89,223 ",  ,"89,223 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"592,262 ",  ,"20,056,371 ",,No,,,,,,,,,,,,,,
Placer County Department of Public Works and Facilities,Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634 ", 39 ,VP,PT,10,, -   ,  , 41.78 ,  , 39.74 ,  , 5.50 ,  ,0 ,  ,"241,718 ",  ,"241,718 ",  ,0 ,  ,"5,785 ",  ,"5,785 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"31,811 ",  ,"1,264,169 ",,No,,,,,,,,,,,,,,
Valley Transit,Walla Walla,WA,0064,00064,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"55,805 ", 22 ,VP,DO,4,, -   ,  , 41.69 ,  , -   ,  , 5.87 ,  ,0 ,  ,0 ,  ,"63,624 ",  ,,  ,0 ,  ,"1,526 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,960 ",  ,0 ,,No,,,,,,,,,,,,,,
CIty of Dinuba,Dinuba,CA,9R02-060,9R02-91040,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 6 ,DR,DO,2,, -   ,  , 41.56 ,  , -   ,  , 7.09 ,  ,0 ,  ,0 ,  ,"101,748 ",  ,,  ,0 ,  ,"2,448 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"17,356 ",  ,0 ,,No,,,,,,,,,,,,,,
"vRide, Inc. - Atlanta",Atlanta,GA,4153,40153,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"4,515,419 ", 267 ,VP,DO,267,, -   ,  , 41.34 ,  , 30.21 ,  , 7.43 ,  ,0 ,  ,"4,271,095 ",  ,"4,271,095 ",  ,0 ,  ,"103,304 ",  ,"103,304 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"767,844 ",  ,"23,193,943 ",,No,,,,,,,,,,,,,,
Central Florida Regional Transportation Authority,Orlando,FL,4035,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,510,516 ", 560 ,VP,PT,132,, -   ,  , 41.34 ,  , 33.13 ,  , 5.67 ,  ,0 ,  ,"2,543,356 ",  ,"2,543,356 ",  ,0 ,  ,"61,516 ",  ,"61,516 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"349,092 ",  ,"11,563,839 ",,No,,,,,,,,,,,,,,
Crow Tribe of Indians,Crow Agency,MT,8T14,88188,Tribe,Reduced Reporter,0 , 6 ,MB,DO,4,, -   ,  , 41.15 ,  , -   ,  , 1.92 ,  ,0 ,  ,0 ,  ,"197,549 ",  ,,  ,0 ,  ,"4,801 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"9,238 ",  ,0 ,,No,,,,,,,,,,,,,,
Transportation District Commission of Hampton Roads,Hampton,VA,3083,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,439,666 ", 368 ,VP,DO,33,, -   ,  , 41.11 ,  , 36.73 ,  , 6.60 ,  ,0 ,  ,"609,793 ",  ,"609,793 ",  ,0 ,  ,"14,835 ",  ,"14,835 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"97,859 ",  ,"3,594,392 ",,No,,,,,,,,,,,,,,
Stillaguamish Tribe of Indians,Arlington,WA,0T17,00017,Tribe,Reduced Reporter,0 , 22 ,VP,DO,14,, -   ,  , 40.91 ,  , -   ,  , 3.04 ,  ,0 ,  ,0 ,  ,"168,490 ",  ,,  ,0 ,  ,"4,119 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"12,508 ",  ,0 ,,No,,,,,,,,,,,,,,
Madison County Transit District,Granite City,IL,5146,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706 ", 157 ,VP,DO,64,, -   ,  , 40.90 ,  , 40.72 ,  , 5.97 ,  ,0 ,  ,"1,127,108 ",  ,"1,127,108 ",  ,0 ,  ,"27,558 ",  ,"27,558 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"164,482 ",  ,"6,697,772 ",,No,,,,,,,,,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 78 ,VP,DO,36,, -   ,  , 40.81 ,  , -   ,  , 6.54 ,  ,0 ,  ,0 ,  ,"217,701 ",  ,,  ,0 ,  ,"5,335 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"34,917 ",  ,0 ,,No,,,,,,,,,,,,,,
Big Sky Transportation District,Big Sky,MT,8R02-019,8R02-80255,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 13 ,VP,DO,4,, -   ,  , 40.73 ,  , -   ,  , 3.23 ,  ,0 ,  ,0 ,  ,"145,502 ",  ,,  ,0 ,  ,"3,572 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"11,530 ",  ,0 ,,No,,,,,,,,,,,,,,
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,957 ", 24 ,VP,PT,1,, -   ,  , 40.67 ,  , 32.67 ,  , 2.77 ,  ,0 ,  ,"3,742 ",  ,"3,742 ",  ,0 ,  ,92 ,  ,92 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,255 ,  ,"8,330 ",,No,,,,,,,,,,,,,,
Coffey County Transportation,Burlington,KS,7R02-059,7R02-70222,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,, -   ,  , 40.46 ,  , -   ,  , 2.81 ,  ,0 ,  ,0 ,  ,"143,662 ",  ,,  ,0 ,  ,"3,551 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"9,977 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Gastonia,Gastonia,NC,4R06-082,40010,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495 ", 9 ,DR,DO,3,, -   ,  , 40.42 ,  , -   ,  , 4.48 ,  ,0 ,  ,0 ,  ,"73,126 ",  ,,  ,0 ,  ,"1,809 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,102 ",  ,0 ,,No,,,,,,,,,,,,,,
"Flight Line, Inc.",Salem,NH,1135,11154,Private-For-Profit Corporation,Reduced Reporter,"158,377 ", 2 ,CB,DO,2,, -   ,  , 40.41 ,  , -   ,  , 0.64 ,  ,0 ,  ,0 ,  ,"177,007 ",  ,,  ,0 ,  ,"4,380 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,817 ",  ,0 ,,No,,,,,,,,,,,,,,
New Castle Area Transit Authority,New Castle,PA,3R04-005,3R04-30151,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 43 ,CB,DO,7,, -   ,  , 40.39 ,  , -   ,  , 13.01 ,  ,0 ,  ,0 ,  ,"395,632 ",  ,,  ,0 ,  ,"9,796 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"127,492 ",  ,0 ,,No,,,,,,,,,,,,,,
"Coastal Trans, Inc. ",Rockland,ME,1R03-010,1R03-10166,Private-Non-Profit Corporation,Rural Reporter,0 , 10 ,DR,DO,6,, -   ,  , 40.37 ,  , -   ,  , 5.43 ,  ,0 ,  ,0 ,  ,"148,620 ",  ,,  ,0 ,  ,"3,681 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"19,996 ",  ,0 ,,No,,,,,,,,,,,,,,
Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 44 ,CB,DO,7,, -   ,  , 40.33 ,  , -   ,  , 4.04 ,  ,0 ,  ,0 ,  ,"115,213 ",  ,,  ,0 ,  ,"2,857 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"11,529 ",  ,0 ,,No,,,,,,,,,,,,,,
Oswego County,Oswego,NY,2R02-035,2R02-20942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 40 ,MB,PT,16,, -   ,  , 40.30 ,  , -   ,  , 5.57 ,  ,0 ,  ,0 ,  ,"519,237 ",  ,,  ,0 ,  ,"12,883 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"71,728 ",  ,0 ,,No,,,,,,,,,,,,,,
Bay Mills Indian Community,Brimley,MI,5T07,50007,Tribe,Reduced Reporter,0 , 1 ,MB,DO,1,, -   ,  , 40.22 ,  , -   ,  , 3.22 ,  ,0 ,  ,0 ,  ,"31,656 ",  ,,  ,0 ,  ,787 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,535 ",  ,0 ,,No,,,,,,,,,,,,,,
Macon Area Chamber of Commerce,Macon,MO,7R03-014,7R03-70257,Private-Non-Profit Corporation,Rural Reporter,0 , 1 ,DR,DO,1,, -   ,  , 40.02 ,  , -   ,  , 2.28 ,  ,0 ,  ,0 ,  ,"69,272 ",  ,,  ,0 ,  ,"1,731 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"3,943 ",  ,0 ,,No,,,,,,,,,,,,,,
Altamont Corridor Express,Stockton,CA,9182,90182,Independent Public Agency or Authority of Transit Service,Full Reporter,"370,583 ", 26 ,CR,PT,26,, 8 ,  , 39.98 ,  , 43.18 ,  , 48.27 ,  ,"1,002,885 ",  ,"1,044,064 ",  ,"1,001,858 ",  ,"42,206 ",  ,"30,845 ",  ,"25,062 ",  ,"5,783 ",  ,"178,200 ",  ,"171,360 ",  ,"5,441 ",  ,"4,430 ",  ,"1,209,755 ",  ,"52,241,764 ",,No,,,,,,,,,,,,,,
Massachusetts Department of Transportation,Boston,MA,1129,10129,State Government Unit or Department of Transportation,Full Reporter,"4,181,019 ", 81 ,VP,PT,81,, -   ,  , 39.91 ,  , 40.25 ,  , 5.87 ,  ,0 ,  ,"1,362,665 ",  ,"1,362,665 ",  ,0 ,  ,"34,143 ",  ,"34,143 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"200,450 ",  ,"8,067,198 ",,No,,,,,,,,,,,,,,
The Pueblo of Jemez,Jemez Pueblo,NM,6T24,66254,Tribe,Reduced Reporter,0 , 1 ,MB,PT,1,, -   ,  , 39.87 ,  , -   ,  , 4.60 ,  ,0 ,  ,0 ,  ,"21,771 ",  ,,  ,0 ,  ,546 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,512 ",  ,0 ,,No,,,,,,,,,,,,,,
Essex County Department of Community Development,Elizabethtown,NY,2R02-014,2R02-20932,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 15 ,MB,DO,15,, -   ,  , 39.83 ,  , -   ,  , 13.02 ,  ,0 ,  ,0 ,  ,"306,710 ",  ,,  ,0 ,  ,"7,700 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"100,292 ",  ,0 ,,No,,,,,,,,,,,,,,
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,454 ", 113 ,VP,DO,45,, -   ,  , 39.79 ,  , 41.72 ,  , 7.85 ,  ,0 ,  ,"1,266,319 ",  ,"1,266,319 ",  ,0 ,  ,"31,824 ",  ,"31,824 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"249,810 ",  ,"10,421,021 ",,No,,,,,,,,,,,,,,
